mesh_id|mesh_term|pulmonary|transplant|year_verification
C01.703.295.182|chromoblastomycosis|N|N|Both
C01.703.295.328|hyalohyphomycosis|N|N|New only
C01.703.295.328.125|alternariosis|N|N|New only
C01.703.295.328.249|aspergillosis|N|N|New only
C01.703.295.328.249.074|aspergillosis, allergic bronchopulmonary|Y|N|New only
C01.703.295.328.249.537|neuroaspergillosis|N|N|New only
C01.703.295.328.375|cerebral phaeohyphomycosis|N|N|New only
C01.703.295.328.500|fusariosis|N|N|New only
C01.703.295.475|lobomycosis|N|N|New only
C01.703.295.522|mycetoma|N|N|Both
C01.703.295.600|paracoccidioidomycosis|N|N|Old only
C01.703.295.675|sporotrichosis|N|N|Both
C01.703.295.872|tinea|N|N|Both
C01.703.295.872.458|onychomycosis|N|N|Both
C01.703.295.872.541|tinea capitis|N|N|Both
C01.703.295.872.541.500|tinea favosa|N|N|Both
C01.703.295.872.707|tinea pedis|N|N|Both
C01.703.295.936|tinea versicolor|N|N|Both
C01.703.343|eye infections, fungal|N|N|Both
C01.703.343.900|uveitis, suppurative|N|N|Both
C01.703.343.900.350|endophthalmitis|N|N|Old only
C01.703.343.900.675|panophthalmitis|N|N|Both
C01.703.360|fungemia|Y|N|Old only
C01.703.392|geotrichosis|N|N|Both
C01.703.450|histoplasmosis|N|N|Both
C01.703.492|invasive fungal infections|Y|N|New only
C01.703.492.500|candidiasis, invasive|Y|N|New only
C01.703.492.500.150|candidemia|Y|N|New only
C01.703.492.625|fungemia|Y|N|New only
C01.703.492.625.150|candidemia|Y|N|New only
C01.703.492.688|invasive pulmonary aspergillosis|Y|N|New only
C01.703.492.750|neuroaspergillosis|N|N|New only
C01.703.534|lung diseases, fungal|Y|N|Both
C01.703.534.045|aspergillosis|N|N|New only
C01.703.534.045.074|aspergillosis, allergic bronchopulmonary|Y|N|New only
C01.703.534.045.537|neuroaspergillosis|N|N|New only
C01.703.534.090|aspergillosis, allergic bronchopulmonary|Y|N|Old only
C01.703.534.395|blastomycosis|N|N|New only
C01.703.534.700|pneumonia, pneumocystis|N|N|Both
C01.703.617|microsporidiosis|N|N|Both
C01.703.617.300|encephalitozoonosis|N|N|Both
C01.703.658|otomycosis|N|N|New only
C01.703.700|paracoccidioidomycosis|N|N|Both
C01.703.726|phaeohyphomycosis|N|N|New only
C01.703.726.500|cerebral phaeohyphomycosis|N|N|New only
C01.703.753|piedra|N|N|Both
C01.703.770|pneumocystis infections|N|N|Both
C01.703.770.700|pneumonia, pneumocystis|N|N|Both
C01.703.875|trichosporonosis|N|N|New only
C01.703.980|zygomycosis|N|N|Both
C01.703.980.600|mucormycosis|N|N|Both
C01.908|zoonoses|N|N|Both
C02|virus diseases|N|N|Both
C02.081|arbovirus infections|N|N|Both
C02.081.030|african horse sickness|N|N|Both
C02.081.125|bluetongue|N|N|Both
C02.081.270|dengue|N|N|Both
C02.081.270.200|dengue hemorrhagic fever|N|N|Old only
C02.081.270.200|severe dengue|N|N|New only
C02.081.343|encephalitis, arbovirus|N|N|Both
C02.081.343.340|encephalitis, california|N|N|Both
C02.081.343.345|encephalitis, japanese|N|N|Both
C02.081.343.350|encephalitis, st. louis|N|N|Both
C02.081.343.360|encephalitis, tick-borne|N|N|Both
C02.081.343.950|west nile fever|N|N|Both
C02.081.355|encephalomyelitis, equine|N|N|Both
C02.081.355.177|encephalomyelitis, eastern equine|N|N|Both
C02.081.355.355|encephalomyelitis, venezuelan equine|N|N|Both
C02.081.355.677|encephalomyelitis, western equine|N|N|Both
C02.081.700|phlebotomus fever|N|N|Both
C02.081.810|rift valley fever|N|N|Both
C02.081.885|tick-borne diseases|N|N|Both
C02.081.885.125|african swine fever|N|N|Both
C02.081.885.200|colorado tick fever|N|N|Both
C02.081.885.400|encephalitis, tick-borne|N|N|Both
C02.081.885.430|hemorrhagic fever, crimean|N|N|Both
C02.081.885.440|hemorrhagic fever, omsk|N|N|Both
C02.081.885.475|kyasanur forest disease|N|N|Both
C02.081.885.550|nairobi sheep disease|N|N|Both
C02.081.980|yellow fever|N|N|Both
C02.081.990|zika virus infection|N|N|New only
C02.109|bronchiolitis, viral|N|N|Both
C02.182|central nervous system viral diseases|N|N|Both
C02.182.500|encephalitis|N|N|Old only
C02.182.500.300|encephalitis, viral|N|N|Old only
C02.182.500.300.300|encephalitis, arbovirus|N|N|Old only
C02.182.500.300.300.200|encephalitis, california|N|N|Old only
C02.182.500.300.300.250|encephalitis, japanese|N|N|Old only
C02.182.500.300.300.300|encephalitis, st. louis|N|N|Old only
C02.182.500.300.300.350|encephalitis, tick-borne|N|N|Old only
C02.182.500.300.300.850|west nile fever|N|N|Old only
C02.182.500.300.350|encephalitis, herpes simplex|N|N|Old only
C02.182.500.300.400|encephalitis, varicella zoster|N|N|Old only
C02.182.500.300.450|encephalomyelitis, equine|N|N|Old only
C02.182.500.300.450.200|encephalomyelitis, eastern equine|N|N|Old only
C02.182.500.300.450.250|encephalomyelitis, venezuelan equine|N|N|Old only
C02.182.500.300.450.300|encephalomyelitis, western equine|N|N|Old only
C02.182.500.300.500|leukoencephalopathy, progressive multifocal|N|N|Old only
C02.182.500.300.600|subacute sclerosing panencephalitis|N|N|Old only
C02.182.525|encephalitis, viral|N|N|New only
C02.182.525.300|encephalitis, arbovirus|N|N|New only
C02.182.525.300.200|encephalitis, california|N|N|New only
C02.182.525.300.250|encephalitis, japanese|N|N|New only
C02.182.525.300.300|encephalitis, st. louis|N|N|New only
C02.182.525.300.350|encephalitis, tick-borne|N|N|New only
C02.182.525.300.850|west nile fever|N|N|New only
C02.182.525.350|encephalitis, herpes simplex|N|N|New only
C02.182.525.400|encephalitis, varicella zoster|N|N|New only
C02.182.525.450|encephalomyelitis, equine|N|N|New only
C02.182.525.450.250|encephalomyelitis, venezuelan equine|N|N|New only
C02.182.525.450.300|encephalomyelitis, western equine|N|N|New only
C02.182.525.500|leukoencephalopathy, progressive multifocal|N|N|New only
C02.182.525.600|subacute sclerosing panencephalitis|N|N|New only
C02.182.550|meningitis, viral|N|N|Both
C02.182.550.500|lymphocytic choriomeningitis|N|N|Both
C02.182.550.600|meningitis, aseptic|N|N|Old only
C02.182.600|myelitis|N|N|Old only
C02.182.600.600|paraparesis, tropical spastic|N|N|Old only
C02.182.600.700|poliomyelitis|N|N|Old only
C02.182.600.700.600|poliomyelitis, bulbar|N|N|Old only
C02.182.600.700.800|postpoliomyelitis syndrome|N|N|Old only
C02.182.700|poliomyelitis|N|N|Old only
C02.182.710|pseudorabies|N|N|Both
C02.219|coinfection|N|N|New only
C02.256|dna virus infections|N|N|Both
C02.256.076|adenoviridae infections|N|N|Both
C02.256.076.045|adenovirus infections, human|N|N|Both
C02.256.076.381|hepatitis, infectious canine|N|N|Both
C02.256.142|african swine fever|N|N|Both
C02.256.200|circoviridae infections|N|N|Both
C02.256.200.500|porcine postweaning multisystemic wasting syndrome|N|N|New only
C02.256.430|hepadnaviridae infections|N|N|Both
C02.256.430.400|hepatitis b|N|N|Both
C02.256.430.400.100|hepatitis b, chronic|N|N|Both
C02.256.466|herpesviridae infections|N|N|Both
C02.256.466.087|bell palsy|N|N|Both
C02.256.466.175|chickenpox|N|N|Both
C02.256.466.245|cytomegalovirus infections|N|N|Both
C02.256.466.245.150|cytomegalovirus retinitis|N|N|Both
C02.256.466.262|encephalitis, herpes simplex|N|N|Both
C02.256.466.279|encephalitis, varicella zoster|N|N|Both
C02.256.466.313|epstein-barr virus infections|N|N|Both
C02.256.466.313.165|burkitt lymphoma|N|N|Both
C02.256.466.313.400|infectious mononucleosis|N|N|Both
C02.256.466.313.500|leukoplakia, hairy|N|N|Both
C02.256.466.382|herpes simplex|N|N|Both
C02.256.466.382.290|herpes genitalis|N|N|Both
C02.256.466.382.316|herpes labialis|N|N|Both
C02.256.466.382.410|kaposi varicelliform eruption|N|N|Both
C02.256.466.382.465|keratitis, herpetic|N|N|Both
C02.256.466.382.465.450|keratitis, dendritic|N|N|Both
C02.256.466.382.834|stomatitis, herpetic|N|N|Both
C02.256.466.423|herpes zoster|N|N|Both
C02.256.466.423.466|herpes zoster ophthalmicus|N|N|Both
C02.256.466.423.733|herpes zoster oticus|N|N|Both
C02.256.466.423.970|zoster sine herpete|N|N|Both
C02.256.466.488|infectious bovine rhinotracheitis|N|N|Both
C02.256.466.606|malignant catarrh|N|N|Both
C02.256.466.650|marek disease|N|N|Both
C02.256.466.793|pseudorabies|N|N|Both
C02.256.466.850|roseolovirus infections|N|N|Both
C02.256.466.850.290|exanthema subitum|N|N|Both
C02.256.466.860|sarcoma, kaposi|N|N|Both
C02.256.650|papillomavirus infections|N|N|Both
C02.256.650.810|warts|N|N|Both
C02.256.650.810.217|condylomata acuminata|N|N|Both
C02.256.650.810.217.500|buschke-lowenstein tumor|N|N|New only
C02.256.650.810.345|epidermodysplasia verruciformis|N|N|Both
C02.256.700|parvoviridae infections|N|N|Both
C02.256.700.091|aleutian mink disease|N|N|Both
C02.256.700.300|erythema infectiosum|N|N|Both
C02.256.700.363|feline panleukopenia|N|N|Both
C02.256.700.550|mink viral enteritis|N|N|Both
C02.256.721|polyomavirus infections|N|N|Both
C02.256.721.150|carcinoma, merkel cell|N|N|New only
C02.256.721.500|leukoencephalopathy, progressive multifocal|N|N|Both
C02.256.743|poxviridae infections|N|N|Both
C02.256.743.175|cowpox|N|N|Both
C02.256.743.193|ecthyma, contagious|N|N|Both
C02.256.743.239|ectromelia, infectious|N|N|Both
C02.256.743.366|fowlpox|N|N|Both
C02.256.743.494|lumpy skin disease|N|N|Both
C02.256.743.611|molluscum contagiosum|N|N|Both
C02.256.743.615|monkeypox|N|N|Both
C02.256.743.665|myxomatosis, infectious|N|N|Both
C02.256.743.826|smallpox|N|N|Both
C02.256.743.929|vaccinia|N|N|Both
C02.290|encephalitis, viral|N|N|Both
C02.290.310|encephalitis, arbovirus|N|N|Both
C02.290.310.140|encephalitis, california|N|N|Both
C02.290.310.280|encephalitis, japanese|N|N|Both
C02.290.310.406|encephalitis, st. louis|N|N|Both
C02.290.310.530|encephalitis, tick-borne|N|N|Both
C02.290.310.950|west nile fever|N|N|Both
C02.290.325|encephalitis, herpes simplex|N|N|Both
C02.290.355|encephalitis, varicella zoster|N|N|Both
C02.290.450|encephalomyelitis, equine|N|N|Both
C02.290.450.200|encephalomyelitis, eastern equine|N|N|Both
C02.290.450.225|encephalomyelitis, venezuelan equine|N|N|Both
C02.290.450.250|encephalomyelitis, western equine|N|N|Both
C02.290.575|leukoencephalopathy, progressive multifocal|N|N|Both
C02.290.700|subacute sclerosing panencephalitis|N|N|Both
C02.325|eye infections, viral|N|N|Both
C02.325.250|conjunctivitis, viral|N|N|Both
C02.325.250.250|conjunctivitis, acute hemorrhagic|N|N|Both
C02.325.270|cytomegalovirus retinitis|N|N|Both
C02.325.450|herpes zoster ophthalmicus|N|N|Both
C02.325.465|keratitis, herpetic|N|N|Both
C02.325.465.450|keratitis, dendritic|N|N|Both
C02.330|fatigue syndrome, chronic|N|N|Both
C02.407|hepatitis, viral, animal|N|N|Both
C02.407.432|hepatitis, infectious canine|N|N|Both
C02.407.810|rift valley fever|N|N|Both
C02.440|hepatitis, viral, human|N|N|Both
C02.440.420|hepatitis a|N|N|Both
C02.440.435|hepatitis b|N|N|Both
C02.440.435.100|hepatitis b, chronic|N|N|Both
C02.440.440|hepatitis c|N|N|Both
C02.440.440.120|hepatitis c, chronic|N|N|Both
C02.440.450|hepatitis d|N|N|Both
C02.440.450.100|hepatitis d, chronic|N|N|Both
C02.440.470|hepatitis e|N|N|Both
C02.587|meningitis, viral|N|N|Old only
C02.587.580|lymphocytic choriomeningitis|N|N|Old only
C02.587.600|meningitis, aseptic|N|N|Old only
C02.597|opportunistic infections|N|N|Both
C02.597.050|aids-related opportunistic infections|N|N|Both
C02.597.880|superinfection|N|N|Both
C02.705|pneumonia, viral|N|N|Both
C02.782|rna virus infections|N|N|Both
C02.782.082|arenaviridae infections|N|N|Both
C02.782.082.440|hemorrhagic fever, american|N|N|Both
C02.782.082.545|lassa fever|N|N|Both
C02.782.082.580|lymphocytic choriomeningitis|N|N|Both
C02.782.105|astroviridae infections|N|N|Both
C02.782.123|birnaviridae infections|N|N|Both
C02.782.147|bunyaviridae infections|N|N|Both
C02.782.147.340|encephalitis, california|N|N|Both
C02.782.147.420|hantavirus infections|N|N|Both
C02.782.147.420.380|hantavirus pulmonary syndrome|N|N|Both
C02.782.147.420.400|hemorrhagic fever with renal syndrome|N|N|Both
C02.782.147.444|hemorrhagic fever, crimean|N|N|Both
C02.782.147.633|nairobi sheep disease|N|N|Both
C02.782.147.700|phlebotomus fever|N|N|Both
C02.782.147.810|rift valley fever|N|N|Both
C02.782.160|caliciviridae infections|N|N|Both
C02.782.160.927|vesicular exanthema of swine|N|N|Both
C02.782.310|encephalitis, arbovirus|N|N|Both
C02.782.310.340|encephalitis, california|N|N|Both
C02.782.310.345|encephalitis, japanese|N|N|Both
C02.782.310.350|encephalitis, st. louis|N|N|Both
C02.782.310.360|encephalitis, tick-borne|N|N|Both
C02.782.310.950|west nile fever|N|N|Both
C02.782.350|flaviviridae infections|N|N|Both
C02.782.350.250|flavivirus infections|N|N|Both
C02.782.350.250.214|dengue|N|N|Both
C02.782.350.250.214.200|dengue hemorrhagic fever|N|N|Old only
C02.782.350.250.214.200|severe dengue|N|N|New only
C02.782.350.250.300|encephalitis, japanese|N|N|Both
C02.782.350.250.450|encephalitis, st. louis|N|N|Both
C02.782.350.250.500|encephalitis, tick-borne|N|N|Both
C02.782.350.250.560|hemorrhagic fever, omsk|N|N|Both
C02.782.350.250.635|kyasanur forest disease|N|N|Both
C02.782.350.250.650|louping ill|N|N|Both
C02.782.350.250.900|west nile fever|N|N|Both
C02.782.350.250.980|yellow fever|N|N|Both
C02.782.350.250.990|zika virus infection|N|N|New only
C02.782.350.350|hepatitis c|N|N|Both
C02.782.350.350.120|hepatitis c, chronic|N|N|Both
C02.782.350.675|pestivirus infections|N|N|Both
C02.782.350.675.100|border disease|N|N|Both
C02.782.350.675.106|bovine virus diarrhea-mucosal disease|N|N|Both
C02.782.350.675.200|classical swine fever|N|N|Both
C02.782.350.675.400|hemorrhagic syndrome, bovine|N|N|Both
C02.782.417|hemorrhagic fevers, viral|N|N|Both
C02.782.417.214|dengue|N|N|Both
C02.782.417.214.200|dengue hemorrhagic fever|N|N|Old only
C02.782.417.214.200|severe dengue|N|N|New only
C02.782.417.400|hemorrhagic fever, american|N|N|Both
C02.782.417.412|hemorrhagic fever, crimean|N|N|Both
C02.782.417.415|hemorrhagic fever, ebola|N|N|Both
C02.782.417.435|hemorrhagic fever, omsk|N|N|Both
C02.782.417.450|hemorrhagic fever with renal syndrome|N|N|Both
C02.782.417.475|kyasanur forest disease|N|N|Both
C02.782.417.505|lassa fever|N|N|Both
C02.782.417.560|marburg virus disease|N|N|Both
C02.782.417.762|rift valley fever|N|N|Both
C02.782.417.881|yellow fever|N|N|New only
C02.782.450|hepatitis d|N|N|Both
C02.782.450.100|hepatitis d, chronic|N|N|Both
C02.782.455|hepatitis e|N|N|Both
C02.782.580|mononegavirales infections|N|N|Both
C02.782.580.124|borna disease|N|N|Both
C02.782.580.250|filoviridae infections|N|N|Both
C02.782.580.250.400|hemorrhagic fever, ebola|N|N|Both
C02.782.580.250.500|marburg virus disease|N|N|Both
C02.782.580.600|paramyxoviridae infections|N|N|Both
C02.782.580.600.080|avulavirus infections|N|N|Both
C02.782.580.600.080.600|newcastle disease|N|N|Both
C02.782.580.600.400|henipavirus infections|N|N|Both
C02.782.580.600.500|morbillivirus infections|N|N|Both
C02.782.580.600.500.285|distemper|N|N|Both
C02.782.580.600.500.500|measles|N|N|Both
C02.782.580.600.500.500.800|subacute sclerosing panencephalitis|N|N|Both
C02.782.580.600.500.600|peste-des-petits-ruminants|N|N|Both
C02.782.580.600.500.700|rinderpest|N|N|Both
C02.782.580.600.600|respirovirus infections|N|N|Both
C02.782.580.600.600.648|pasteurellosis, pneumonic|N|N|Both
C02.782.580.600.620|pneumovirus infections|N|N|Both
C02.782.580.600.620.750|respiratory syncytial virus infections|N|N|Both
C02.782.580.600.680|rubulavirus infections|N|N|Both
C02.782.580.600.680.500|mumps|N|N|Both
C02.782.580.830|rhabdoviridae infections|N|N|Both
C02.782.580.830.375|ephemeral fever|N|N|Both
C02.782.580.830.450|hemorrhagic septicemia, viral|N|N|Both
C02.782.580.830.750|rabies|N|N|Both
C02.782.580.830.825|vesicular stomatitis|N|N|Both
C02.782.600|nidovirales infections|N|N|Both
C02.782.600.100|arterivirus infections|N|N|Both
C02.782.600.100.700|porcine reproductive and respiratory syndrome|N|N|Both
C02.782.600.550|coronaviridae infections|N|N|Both
C02.782.600.550.200|coronavirus infections|N|N|Both
C02.782.600.550.200.325|enteritis, transmissible, of turkeys|N|N|Both
C02.782.600.550.200.360|feline infectious peritonitis|N|N|Both
C02.782.600.550.200.400|gastroenteritis, transmissible, of swine|N|N|Both
C02.782.600.550.200.750|severe acute respiratory syndrome|N|N|Both
C02.782.600.550.800|torovirus infections|N|N|Both
C02.782.620|orthomyxoviridae infections|N|N|Both
C02.782.620.365|influenza, human|N|N|Both
C02.782.620.375|influenza in birds|N|N|Both
C02.782.687|picornaviridae infections|N|N|Both
C02.782.687.150|cardiovirus infections|N|N|Both
C02.782.687.207|common cold|N|N|Both
C02.782.687.359|enterovirus infections|N|N|Both
C02.782.687.359.201|conjunctivitis, acute hemorrhagic|N|N|Both
C02.782.687.359.213|coxsackievirus infections|N|N|Both
C02.782.687.359.213.165|conjunctivitis, acute hemorrhagic|N|N|Old only
C02.782.687.359.213.331|hand, foot and mouth disease|N|N|Both
C02.782.687.359.213.466|herpangina|N|N|Both
C02.782.687.359.213.737|pleurodynia, epidemic|N|N|Both
C02.782.687.359.347|echovirus infections|N|N|Both
C02.782.687.359.347.500|herpangina|N|N|New only
C02.782.687.359.456|encephalomyelitis, enzootic porcine|N|N|Both
C02.782.687.359.500|hepatitis a|N|N|Both
C02.782.687.359.764|poliomyelitis|N|N|Both
C02.782.687.359.764.614|poliomyelitis, bulbar|N|N|Both
C02.782.687.359.764.650|postpoliomyelitis syndrome|N|N|Both
C02.782.687.359.855|swine vesicular disease|N|N|Both
C02.782.687.484|foot-and-mouth disease|N|N|Both
C02.782.791|reoviridae infections|N|N|Both
C02.782.791.142|african horse sickness|N|N|Both
C02.782.791.315|bluetongue|N|N|Both
C02.782.791.482|colorado tick fever|N|N|Both
C02.782.791.814|rotavirus infections|N|N|Both
C02.782.815|retroviridae infections|N|N|Both
C02.782.815.096|avian leukosis|N|N|Both
C02.782.815.200|deltaretrovirus infections|N|N|Both
C02.782.815.200.260|enzootic bovine leukosis|N|N|Both
C02.782.815.200.470|htlv-i infections|N|N|Both
C02.782.815.200.470.710|paraparesis, tropical spastic|N|N|Both
C02.782.815.200.480|htlv-ii infections|N|N|Both
C02.782.815.616|lentivirus infections|N|N|Both
C02.782.815.616.300|equine infectious anemia|N|N|Both
C02.782.815.616.350|feline acquired immunodeficiency syndrome|N|N|Both
C02.782.815.616.400|hiv infections|N|N|Both
C02.782.815.616.400.040|acquired immunodeficiency syndrome|N|N|Both
C02.782.815.616.400.044|acute retroviral syndrome|N|N|New only
C02.782.815.616.400.048|aids arteritis, central nervous system|N|N|Both
C02.782.815.616.400.050|aids-associated nephropathy|N|N|Both
C02.782.815.616.400.070|aids dementia complex|N|N|Both
C02.782.815.616.400.080|aids-related complex|N|N|Both
C02.782.815.616.400.100|aids-related opportunistic infections|N|N|Both
C02.782.815.616.400.400|hiv-associated lipodystrophy syndrome|N|N|Both
C02.782.815.616.400.480|hiv enteropathy|N|N|Both
C02.782.815.616.400.500|hiv seropositivity|N|N|Both
C02.782.815.616.400.520|hiv wasting syndrome|N|N|Both
C02.782.815.616.660|pneumonia, progressive interstitial, of sheep|N|N|Both
C02.782.815.616.850|simian acquired immunodeficiency syndrome|N|N|Both
C02.782.815.616.900|visna|N|N|Both
C02.782.815.622|leukemia, feline|N|N|Both
